fingerprint,brand,product_name,positive_rewrites,negative_rewrites,positive_body_rewrites,negative_body_rewrites,model,prompt_version
04cafdfb9720e1c5145a3c760fe3cfc7bf6083ec902190213e27f31fa2988368,全家,青檸紅茶馬卡龍,"[{""source_index"":0,""text"":""味道尚可，較不會碎得到處都是""}]","[{""source_index"":1,""text"":""餅皮中心超硬，內餡會被擠出""},{""source_index"":5,""text"":""內餡溢出，風味不搭，不回購""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
04e545ec3c4cc85e96241201e9e4d48f80167bd6f8eeb4ac467e027a9af29f80,全家,味丹味味A炒泡麵爆香風味,"[{""source_index"":3,""text"":""香氣足，吃起來好吃""},{""source_index"":13,""text"":""20元價格很划算""}]","[{""source_index"":6,""text"":""味道偏淡""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
052bf21a9579ef3fe4fa7b560ccea84d39f51f5ddab4621cf25b3a688928e927,全家,海鹽檸檬x草莓優酪霜淇淋,"[{""source_index"":0,""text"":""海鹽口味甜度剛好，草莓優格很棒""},{""source_index"":4,""text"":""整體顏色很漂亮""},{""source_index"":11,""text"":""海鹽味道很明顯""}]","[{""source_index"":2,""text"":""霜淇淋融得很快""},{""source_index"":8,""text"":""吃不太到海鹽味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
053f1156108ba79d1a73792429b2578e8e79410f5545c36726f7732d76526634,全家,牧場直送4.0牛奶雪糕,"[{""source_index"":11,""text"":""不太甜，吃得到牛奶味""},{""source_index"":7,""text"":""雪糕尺寸很大""}]","[{""source_index"":14,""text"":""油膩，不好吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
0559ec7cdf1c0038d6be3fc9d59b6e4e62ab5048da66fc6c47680bc3beeff482,全家,胡椒豬肚排骨湯,"[{""source_index"":1,""text"":""豬肚湯胡椒味很讚""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
058676f1dd62c65446607c77a49d263039dbd594681fad4e80b1f8b1659a1a36,7-11,紅豆丹麥土司,"[{""source_index"": 3, ""text"": ""小七版本吃起來不錯""}]",[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
05948c6ecd9373869378f752109fa0df415769f25937beda40b5524bb4f970e5,全家,海鹽楊桃飲,"[{""source_index"":2,""text"":""味道不錯，但容量偏小""}]","[{""source_index"":1,""text"":""甜度太高，讓人放棄換購""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
05982dbb387261fd65dc8501f46c7c3bb66d1df954e6244a86eba615fdb4e711,全家,金色三麥椒麻香辣熱狗,[],[],[],"[{""source_index"":2,""text"":""熱狗單吃偏鹹，搭熱狗堡較好吃""}]",gpt-5.6-luna,comment-picks-v2-rewrite
059a4ec232e686b4f8ab7444a9d059682ff06907110c8848806e61fa8146e314,全家,Quokka短尾矮袋鼠捏捏球,"[{""source_index"":3,""text"":""捏扁很舒壓又有趣""},{""source_index"":13,""text"":""外型療癒，放辦公室適合""}]","[{""source_index"":5,""text"":""塗層很快龜裂剝落，完全不想要""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
05ddf4fa1bfa51a23a44d1eacc0dfb927679d7e11ff12da0fa9c44bce818999f,全家,sohot酥皮麵包,[],[],"[{""source_index"":4,""text"":""內餡有玉米粒和奶油餡""},{""source_index"":8,""text"":""微甜，口感像奶油甜粿""},{""source_index"":6,""text"":""放進玉米濃湯更好吃""}]","[{""source_index"":7,""text"":""外皮烤得有點乾""}]",gpt-5.6-luna,comment-picks-v2-rewrite
05e15e75d9470765508eebb15dd34bcb5858154a6662c92fa5c5ed69b8728a19,全家,法式檸檬塔,"[{""source_index"":4,""text"":""檸檬塔建議冷凍後吃""},{""source_index"":7,""text"":""新版酸度較高，好吃""},{""source_index"":15,""text"":""檸檬塔塔皮很脆""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
05ee9018033e76dac5503be2cde083f057eaf430f5dbeed9b965f4f330a02fa7,全家,金焙蕎麥茶,"[{""source_index"":2,""text"":""蕎麥茶還不錯，特價買過好幾次""}]",[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
060b815bcb2dc49b3a4e8f27a3edc2cded440ef347625ebf0781969ba068a228,全家,台酒杯常幸福老酒花雕雞風味杯麵,"[{""source_index"":5,""text"":""份量少但熱量低""}]","[{""source_index"":3,""text"":""39元的杯麵沒有肉""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
060eccb81b8ce7232e57a467d895927b725b8295d5e7c48eb0917a9a5db6da29,全家,BBQ韓式柚子冰茶,[],"[{""source_index"":16,""text"":""尾韻像柑橘香精，感覺像雷達""}]","[{""source_index"":1,""text"":""整瓶喝完還可以接受""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
060fc0a9a46df796ec0af628264cf138f6141b2883e3c0e96f2d7e98b99459b0,7-11,蠟筆小新清新透明直傘,"[{""source_index"":1,""text"":""小白表情很可愛""}]","[{""source_index"":14,""text"":""一套六把不方便，也容易被偷""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
064864659a2ca6e1f6967f3fbfe1f0ae61d6e75f65b4d53b2724db878eea390f,7-11,光泉午后時光黑曜咖啡拿鐵,[],"[{""source_index"":1,""text"":""甜度可接受，但咖啡味很淡""}]","[{""source_index"":3,""text"":""拿鐵喝起來很順口""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
0669c475f0fe38c160b7aba6bc6d18f6f0d017817b9f74cc23a99a5b10d373ce,全家,黃金醇麥奶茶,[],[],[],"[{""source_index"": 0, ""text"": ""甜度太高，喝不像麥芽牛奶""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
066ca6ac5abe29958e75fe09a5472544bc59f2203ab7aa7c906c4113e07cf812,全家,白酒蛤蜊,"[{""source_index"":6,""text"":""喜歡白酒蛤蜊，下次會再買""}]",[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
066f3a0ef81b4c283f0a38f980bcbb89860fb4378f4c994a9dbc95a9976777af,全家,起司蛋糕比利時巧克力霜淇淋,"[{""source_index"":2,""text"":""起司蛋糕單吃就好吃""},{""source_index"":12,""text"":""起司配巧克力，擠得漂亮又好吃""},{""source_index"":13,""text"":""CP值不錯""}]","[{""source_index"":3,""text"":""起司搭巧克力像黑暗料理""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
067586d76c255662f2b7d7a75c70ec671ef6740d5cccd06671130eec23479d4e,全家,澎湖仙人掌霜淇淋,"[{""source_index"":10,""text"":""葡萄香自然，吃綜合也不錯""},{""source_index"":49,""text"":""買一送一49元很划算""}]","[{""source_index"":32,""text"":""味道單調，帶香料感""},{""source_index"":39,""text"":""水分太多，口感不好""},{""source_index"":57,""text"":""太甜，像嗨啾""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
067fce9145cef8c2a44b5a3f5b8507bccf8773e9e1dd5b02838efac57e8f9cfa,全家,可可生甜甜圈,"[{""source_index"":12,""text"":""巧克力口味比原味好吃，也沒那麼甜""},{""source_index"":26,""text"":""微波後麵包變軟，還會爆漿""},{""source_index"":31,""text"":""份量很足，買一送一很可以""}]","[{""source_index"":35,""text"":""內餡很多，但油耗味有點重""},{""source_index"":62,""text"":""太甜，麵包體也很乾""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
068a4fd55d1c5d544d5286c6691375615506ac2517786db39a6655a5fe91badc,全家,黃金海膽鮭魚卵飯糰,"[{""source_index"": 1, ""text"": ""海膽味道很好""}, {""source_index"": 3, ""text"": ""海膽無怪藥水味，算新鮮""}, {""source_index"": 9, ""text"": ""海膽不苦，會回購""}]","[{""source_index"": 5, ""text"": ""海膽有臭味""}, {""source_index"": 6, ""text"": ""放久後苦味會變重""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
06a88bc7c2e99e98c64bc86f89e308b94a3212327e997097ae0ac2ebb758ef2a,7-11,蛤蠣洋芋濃湯沙拉,"[{""source_index"":4,""text"":""湯味香濃，喝完有滿足感""},{""source_index"":5,""text"":""看似份量小，吃完卻很飽""},{""source_index"":10,""text"":""配半熟蛋很搭""}]","[{""source_index"":7,""text"":""蔬菜可再煮爛一點""},{""source_index"":27,""text"":""料多，但湯量偏少""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
06ace967514da7c2aa3aad9c66b0f113fb904c59128dc2426ef812e5ee795d38,7-11,沙漠之星石榴洛神氣泡飲,[],[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
06addfd4fdb0b34e02154cd690986a6e7640c9483f96e2311d45abd7c87cc6c3,全家,小農拿鐵加義式濃縮,"[{""source_index"":8,""text"":""加濃縮喝起來很讚""},{""source_index"":13,""text"":""牛奶口感較爽口""}]","[{""source_index"":0,""text"":""奶味會蓋過咖啡味""},{""source_index"":9,""text"":""有貨的店家不多""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
06f2a097f2d70e2ff343e160f973361e00bb2019602783b441a2def1c94b6c19,全家,鮮乳坊莊園鮮乳雞蛋布丁,[],[],[],"[{""source_index"":0,""text"":""口感像豆花，一塊一塊的""},{""source_index"":1,""text"":""焦糖微苦，杯身太淺容易溢出""},{""source_index"":3,""text"":""非嚐鮮價不太需要買""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
06f4c6a4eaa281fad932704bac829853c471864b6934c935af345718d42f6e59,全家,伊藤園抹茶焙茶綜合霜淇淋,"[{""source_index"":21,""text"":""抹茶焙茶綜合不錯，抹茶不夠苦""},{""source_index"":24,""text"":""焙茶能壓低抹茶甜味""}]","[{""source_index"":4,""text"":""抹茶焙茶都太甜，容易膩""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
070c336ecb63ae41d1f0d8bd930c8354237899f4635233bd36b9bb6170cdb12e,全家,芋泥奶黃大福,"[{""source_index"":0,""text"":""芋泥很紮實""},{""source_index"":3,""text"":""芋泥好吃且不會太甜""}]","[{""source_index"":14,""text"":""皮變厚，後來內餡變少""},{""source_index"":16,""text"":""奶黃有點腥，但芋泥好吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
07243a2fa57328da43f5160ab006346a2beec42cce564f367307d0192023d5f6,全家,珍珠奶霜茶蛋糕,[],"[{""source_index"": 11, ""text"": ""外觀太扁，讓人不想買""}]","[{""source_index"": 3, ""text"": ""外觀吸引人""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
073c5ea50625516f0d91818d388c22e6add739da204ffe9e9c17cb7bc384f431,7-11,極饗海鮮中華丼,[],"[{""source_index"":5,""text"":""只有三隻小蝦，海鮮量太少""},{""source_index"":15,""text"":""內容物不值這個價""},{""source_index"":26,""text"":""鈉含量偏高""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
073f6b7905ac3a987c2cf53d342c110ec96ac79983405eb38357ec525195be95,萊爾富,白醬蛤蜊義大利麵,[],"[{""source_index"":6,""text"":""白醬偏水，吃起來扣分""},{""source_index"":7,""text"":""蛤蜊像碎渣還原，不好吃""}]","[{""source_index"":0,""text"":""麵量正常，醬汁滑順且每口有蛤蜊""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
074287c9599609dcc8ff71b4d815f2c5bffbfca3b0ee26b6e574146f4c93da81,全家,UCC艾洛瑪氣泡黑咖啡,[],"[{""source_index"":9,""text"":""氣泡黑咖啡很難喝""},{""source_index"":10,""text"":""只像氣泡水加咖啡，不太好喝""}]","[{""source_index"":8,""text"":""加氣泡後罐裝咖啡味不明顯""},{""source_index"":9,""text"":""尾韻偏酸，帶淡淡咖啡香""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
0752ca37f43b13d88f376de92f05f75b2396eca112ea2bc010329a6ed01c2cfa,全家,雙月剝皮辣椒鹽水雞,"[{""source_index"":40,""text"":""微辣，鈉含量也不算高""},{""source_index"":38,""text"":""適合宵夜嘴饞時吃""}]","[{""source_index"":27,""text"":""雞肉很少，蔬菜配料較多""},{""source_index"":24,""text"":""肉很乾，味道也普通""},{""source_index"":21,""text"":""原價偏貴，份量少又不好吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
075329c4c84688e0a21962f12ba4f4b067b902b7509920892a34243ba4714281,萊爾富,鳳梨氣泡美式,"[{""source_index"":3,""text"":""好喝又清爽，適合夏天""},{""source_index"":6,""text"":""不死甜，喝起來順口""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
076d740077b6648163f773d0136fcc6f46e44bc237f8684e0e312a22414a535e,全家,長崎風味強棒碗麵,"[{""source_index"":3,""text"":""麵條不錯，優惠價可買""}]","[{""source_index"":1,""text"":""麵體像烘乾，不像原版油炸""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
077dd7e3a52de4c7a6fe9409191250421e89e8dae9aaa10d4a012e9446d65393,7-11,玉米濃湯,[],"[{""source_index"":0,""text"":""有鐵罐味，還是不如麥當勞""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
07c00c40bec825ec1b5e9af526a19c20b54f767188a94fe978addf5f0185869a,全家,鮑滿福氣中華燴麵,"[{""source_index"":0,""text"":""醬香味足，不會太鹹""},{""source_index"":1,""text"":""加一瓶蓋烏醋，味道更好""}]",[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
07ea4266d06330c1c3a9aeb12d4c0997f2b648ab3044b4b71eb2f448c9183a18,7-11,港式油雞臘味飯,[],[],"[{""source_index"":5,""text"":""醬汁拌飯好吃""},{""source_index"":6,""text"":""一人份量剛好""},{""source_index"":7,""text"":""打折時還不錯""}]","[{""source_index"":2,""text"":""臘肉乾又小塊""},{""source_index"":8,""text"":""不打折就普通""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
07f02e9db1c373b8eb1e788a50e2d2675db064e9f9231c13a953901e7998ad83,7-11,御飯糰生鮭魚夾心飯糰,[],"[{""source_index"":8,""text"":""65元大多是飯，鮭魚份量很少""}]","[{""source_index"":3,""text"":""鮭魚肉不會太鹹""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
07f2b626310915dc43e1a82ca006f45fe37d4d05d055595d8422e47527ed757b,全家,阿村牛肉湯牛肉拌麵,"[{""source_index"":18,""text"":""醬汁合口味，麵量也不少""}]","[{""source_index"":11,""text"":""牛肉偏少且肉質韌""},{""source_index"":13,""text"":""油味重，酸菜只有少量""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
080c8ba7e566678ebd3c381a6db9d25bf2b0c587f62775b287f6329747515636,全家,反烤焦糖布丁蛋糕,"[{""source_index"":26,""text"":""布丁蛋糕配核桃很剛好""}]","[{""source_index"":10,""text"":""焦糖死甜，蛋糕體偏乾""},{""source_index"":24,""text"":""焦糖偏苦，甜苦不協調""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
084bb82cf9adf10c442949e1c0d57ff2eedb52b5188c39443788249fdb21bdb4,全家,雙重巧克力Q堤,"[{""source_index"":0,""text"":""巧克力口味好吃""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
0853fe47ae1e2c80711eef614f13be6d0bd2d1db21bb5bfe33b0f891f5028797,全家,味全高鈣高蛋白雙效營養牛乳,"[{""source_index"":14,""text"":""味道像順口的無調味乳清""}]","[{""source_index"":6,""text"":""一瓶含糖量就超標""},{""source_index"":8,""text"":""鮮奶油成分排前，像鮮奶油風味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
0859086d17d13ed0b403ea1066c4d41e11ed912eda2445933b240b437d705cdf,萊爾富,綾鷹濃口綠茶,[],[],"[{""source_index"":3,""text"":""茶味濃厚但不苦澀""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
085cc5671a16915e7ad64bfbd4babcad06df51924a2087cbc831c1f974125227,全家,可樂果胡椒餅,[],[],"[{""source_index"":2,""text"":""餅乾有胡椒顆粒，咬下很驚艷""},{""source_index"":3,""text"":""越嚼越有餅皮與芝麻香""},{""source_index"":4,""text"":""尾韻帶青蔥香，整體不太鹹""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
0864a89dc4b5c9649d6f5c150477e5ff2520f06d09485561d3ce50c6cccb5c43,7-11,乖乖玉米脆條木瓜牛奶,[],[],"[{""source_index"":2,""text"":""木瓜牛奶風味還原度四顆星""},{""source_index"":3,""text"":""木瓜牛奶香氣濃醇""},{""source_index"":5,""text"":""和玉米脆條甜味很搭""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
087b1f0cf2b086b2464250e0b915844eadd5ca769a5574740e0f263397e24a9a,全家,生果粒草莓滿餡麵包,"[{""source_index"":4,""text"":""草莓餡酸酸甜甜，很不錯""}]","[{""source_index"":3,""text"":""麵包體太軟太輕，容易壓爛""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
089253a5e8078e8a03148bcc34f7f82213b5e0bb2ac1714e2d8b98dd6ba8cc3e,7-11,昂舒巴黎雙餡泡芙,"[{""source_index"":2,""text"":""巧克力外殼和濃郁內餡很搭""}]","[{""source_index"":3,""text"":""外層偏軟，吃不出雙餡""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
089855fe50ac573ce9908d121c51d7ed1b1646d7edb779813e49ec8bc9d2b3d8,全家,emina堅果起司,"[{""source_index"":3,""text"":""堅果口味好吃""}]","[{""source_index"":1,""text"":""堅果口味也不好吃""},{""source_index"":11,""text"":""知道日本更便宜後就買不下去""}]","[{""source_index"":1,""text"":""裡面有碎堅果顆粒""},{""source_index"":2,""text"":""堅果味不會被起司蓋掉""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
089df7f00006af7ea3e394cca6c73afee66841fbc964eb86e72a5f7a0aadc136,7-11,農榨美莓雷夢,"[{""source_index"":12,""text"":""莓果味道明顯，喝起來不錯""}]","[{""source_index"":0,""text"":""原價偏高，等優惠才會買""},{""source_index"":8,""text"":""香料味重，果汁味淡""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
08cd529c03a75b4273a8e3045667b6160433d4c1958df7f24229ecda088882fc,7-11,客美多冰與火乖乖,"[{""source_index"":13,""text"":""不會太像椰子味，覺得好吃""}]","[{""source_index"":11,""text"":""椰味太強，蓋掉楓味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
08d22cd4803ccfc42b7238dbfe899941b247c5598538ce39fb28a3bd4c8a37ef,7-11,波的多蔥花蛋,[],[],"[{""source_index"":5,""text"":""一入口是蔥的鹹香味""}]","[{""source_index"":6,""text"":""蛋的存在感不高""},{""source_index"":7,""text"":""蔥香容易淡掉""},{""source_index"":9,""text"":""不會回購""}]",gpt-5.6-luna,comment-picks-v2-rewrite
08e476548e00c93d9395ab3856b77b4ae27dff822cb3e6e732f3f1ead4ec486e,全家,生巧風味餅乾夾心,"[{""source_index"":0,""text"":""生巧餅乾夾心吃了很驚艷""},{""source_index"":8,""text"":""餅乾冷凍後很好吃""}]",[],"[{""source_index"":4,""text"":""內餡扎實，一口吃到餅乾、巧克力與慕斯""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
08f24126332616be3f42b144c2a70b6fb951ff60a86e08a64452733c1e885a7c,全家,果香甘口咖哩飯,[],[],"[{""source_index"":2,""text"":""蔬菜和肉煮得軟爛""},{""source_index"":3,""text"":""白飯口感不差，咖哩醬給得很夠""}]","[{""source_index"":4,""text"":""偏好辣咖哩的人會覺得少了些什麼""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
08f32ce3f9f1987d2f0d1f13201722ea807fa94e844007e32bd9c722b7545cce,全家,厚豆腐蛋白蕈菇豬肉堡,"[{""source_index"":1,""text"":""飲控期間偶爾會買""},{""source_index"":0,""text"":""喜歡豆腐蛋白，曾冷凍後微波""}]","[{""source_index"":4,""text"":""豆腐味道不錯，但肉味有點怪""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
090886b5e4b20b6395bbcf4d3f21823f7add705161fc9a1ecf101fd4edfa85f6,全家,芒果大福,"[{""source_index"":4,""text"":""大福皮有口感，芒果還有水分""},{""source_index"":21,""text"":""芒果和豆沙搭配不錯""}]","[{""source_index"":14,""text"":""芒果像鳳梨心，口感脆""},{""source_index"":25,""text"":""豆沙過甜，不會回購""},{""source_index"":29,""text"":""芒果很沒味道""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
090b9fa5133fd711f90c06fc49ba0924732ee9d3ac3486510e87e60f909ccaf7,全家,乖乖台啤乖乖食堂啤酒蝦,"[{""source_index"":0,""text"":""啤酒蝦味道自然，像熱炒""},{""source_index"":2,""text"":""啤酒蝦蝦味很重""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
0914f5b16cdb4b77fd11eede973d8087e1249f120881260a401b704d1b307709,7-11,純喫茶金萱青茶無糖,"[{""source_index"": 12, ""text"": ""味道像手搖，整體不錯喝""}, {""source_index"": 28, ""text"": ""茶味算重""}]","[{""source_index"": 5, ""text"": ""試過沒特別，而且價格貴""}, {""source_index"": 15, ""text"": ""35元太貴，不如買手搖""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
