comment_id,品牌,商品,留言tag,留言內容,模型分數,模型判定,你的判定,你的分數,備註
M.1769487388.A.F83#010,7-11,"：樂事 麻油雞口味/35
        
(區域型商品請註明 試吃試用品請標示",→,嚐鮮可以 不會回購,-0.140,中性,,,
M.1775702718.A.4E4#006,全家,"：香草卡士達甜甜圈/$49
        
(區域型商品請註明 試吃試用品請標",→,吃過巧克力跟香草卡士達，個人覺得全家的生甜甜圈不好吃，麵包體本身偏乾，口感不佳,-0.120,中性,,,
M.1769487388.A.F83#019,7-11,"：樂事 麻油雞口味/35
        
(區域型商品請註明 試吃試用品請標示",→,還沒吃過可以不用買哈,-0.120,中性,,,
M.1775663147.A.4E2#010,全家,：日式甜醬油、山葵風味霜淇淋 綜合/ 49,→,我覺得山葵還不錯，但醬油太難吃https://i.mopix.cc/UFcLJL.jpg,-0.107,中性,,,
M.1776751927.A.6B2#004,萊爾富,：77乳加星球含餡巧克力,→,這款太普通,-0.096,中性,,,
M.1775923616.A.21D#016,全家,： 一顆布丁捲蛋糕  $49,→,很普通，不用特地去買,-0.096,中性,,,
M.1779098572.A.2A7#009,7-11,：檸檬卡士達綜合水果三明治/65$,→,葡萄款就是新鮮葡萄，清爽可以平衡鮮奶油的膩,-0.093,中性,,,
M.1781065583.A.1DF#002,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",→,有點心動 但看評價滿普通的,-0.080,中性,,,
M.1781065583.A.1DF#037,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",→,呃…這不是我的菜，原以為會不錯，結果苦苦的超難吃，加辣也救不了,-0.080,中性,,,
M.1781174988.A.014#006,7-11,"：拿坡里風味肉球義大利麵(含牛肉)/99元
        
(區域型商品請註明",→,普通,-0.080,中性,,,
M.1779963379.A.0E1#022,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",→,蕨餅不錯 糰子難吃,-0.080,中性,,,
M.1780317879.A.721#004,全家,"：嘉義崇文白醋涼麵 / 65

: 【便利商店/廠商名稱】：全家

: 【規格/",→,我覺得店內涼菜也是必須的，不然單吃麵覺得普通蠻正常的超商吃個氣味，跟店面不太能比,-0.080,中性,,,
M.1778845680.A.C5D#007,7-11,"：
 懷舊滷雙拼便當 99元",→,雞腿大，肉片普通，口味中規中矩，有咬到一小塊八角（嘔嘔嘔,-0.080,中性,,,
M.1775306800.A.D4D#011,7-11,"：
39",→,我覺得味道還不錯 已回購,-0.080,中性,,,
M.1775492006.A.16F#002,全家,"：開心果霜淇淋/ 5支$188
        
(區域型商品請註明 試吃試用品",→,普通,-0.080,中性,,,
M.1774545548.A.0BB#007,全家,：藍莓乳酪貝果 $39,→,藍莓的不錯 好吃,-0.080,中性,,,
M.1771222639.A.9E2#005,7-11,"：提拉米蘇酷聖石霜淇淋 兩支88

(區域型商品請註明 試吃試用品請標示價格0元",→,我也覺得就是普通提拉米蘇味道 沒什麼特別,-0.080,中性,,,
M.1770952373.A.AC6#039,全家,：贅沢巧克力x哈密瓜霜淇淋/49元,→,巧克力不錯，不太喜歡哈蜜瓜味道,-0.072,中性,,,
M.1769575272.A.B3A#017,全家,"：鮑滿福氣中華燴麵99/鮮乳坊馬鈴薯玉米濃湯55
折5元",→,鮑貝類鮮的本來就不見得很貴啊，貴的是乾鮑魚干貝也是這樣,-0.067,中性,,,
M.1781364359.A.6DB#013,全家,：藤椒雞丁炒飯/$95,→,打折可以買 味道很單純 跟想像差不多 還不錯吃但原價是真的不行XD,-0.060,中性,,,
M.1769885392.A.81C#011,7-11,"：半熟玉子烤雞松露燉飯/129
        
(區域型商品請註明 試吃試用品",→,燉飯、燴飯、義大利麵這三樣超商是還不錯，尤其義大利麵有外面店比超商難吃的,-0.044,中性,,,
M.1776875330.A.1F5#010,全家,"：老酒花雕雞風味杯麵/39
        
(區域型商品請註明 試吃試用品請標",→,酸菜魚還可以  但是就是貴,-0.040,中性,,,
M.1773885437.A.E88#012,全家,：抹茶生巧起斯塔/$45,→,這個還不錯 我喜歡,-0.040,中性,,,
M.1772783587.A.287#013,7-11,：半熟玉子辣擔擔義大利麵/129,→,有打折可以試試，當作肉燥辣乾麵+蛋~,-0.040,中性,,,
M.1770901287.A.44A#002,7-11,"：牛肝菌菇濃湯 65 (I珍食42元)
        
(區域型商品請註明 試",→,看起來不錯 我喜歡杏鮑菇哈哈,-0.040,中性,,,
M.1774417271.A.DB1#004,7-11,"：光泉生乳米漿 單件新品優惠29
        
(區域型商品請註明 試吃試用",→,覺得不喜歡喝米漿的人可以試試看，應該可以接受這樣的口感，而且甜度不會太甜，熱量也不高，是個好飲品,-0.027,中性,,,
M.1781364359.A.6DB#009,全家,：藤椒雞丁炒飯/$95,→,沒肉是有點空虛，香氣算滿明顯的,-0.020,中性,,,
M.1779541797.A.931#001,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",→,幾年前出國芥末醬油.. 這次換芥末應該是今天才開始出的 明天可以去看看出過,-0.020,中性,,,
M.1778545603.A.998#025,7-11,"：茶裏王 正山小種/39元
        
(區域型商品請註明 試吃試用品請標",→,茉莉龍井我覺得不錯啊不知道有沒有優惠活動,-0.020,中性,,,
M.1777555445.A.FEA#014,全家,"：

全家滿滿高麗菜豆芽鐵板麵

原價99元
APP優惠券60元",→,樓上你去開一家那個量你賣40，我保證你每天都賣到爆，99原價真的太貴，60其實已經不算貴了,-0.020,中性,,,
M.1775702718.A.4E4#010,全家,"：香草卡士達甜甜圈/$49
        
(區域型商品請註明 試吃試用品請標",→,油味真的比較重 偶而和人分著吃還可以,-0.020,中性,,,
M.1774927529.A.740#010,7-11,：這不是菠蘿麵包30元,→,波羅皮配方差不多就美式軟餅乾，要脆還要鬆再調比例而已,-0.020,中性,,,
M.1773837263.A.D32#008,7-11,"：
油雞99 獅子頭89",→,油雞打折還可以接受，冬粉覺得有加分(不然覺得很普…,-0.020,中性,,,
M.1773395634.A.392#001,全家,：好吃雞肉便當 89元,→,請問會覺得太鹹嗎? 市面上的好吃雞肉都蠻鹹的,-0.020,中性,,,
M.1781407692.A.2B4#002,7-11,"：49
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,很像小美冰淇淋那種,+0.000,中性,,,
M.1781407692.A.2B4#006,7-11,"：49
        
(區域型商品請註明 試吃試用品請標示價格0元)",→,樓上大大形容到我想說的點XD,+0.000,中性,,,
M.1781513593.A.EDA#003,全家,"：厚奶拿鐵/酷碰券特大杯59

https://i.imgur.com/4PVY",→,我有買 還5杯 覺得很普沒有奶多的感覺,+0.000,中性,,,
M.1781513593.A.EDA#007,全家,"：厚奶拿鐵/酷碰券特大杯59

https://i.imgur.com/4PVY",→,還在觀望,+0.000,中性,,,
M.1781513593.A.EDA#010,全家,"：厚奶拿鐵/酷碰券特大杯59

https://i.imgur.com/4PVY",→,這個和小七的誰好喝呢,+0.000,中性,,,
M.1781699711.A.BD0#009,7-11,：乖乖玉米脆條 玉米濃湯口味 / 30元,→,這麼強，來個麥克雞塊，沾糖醋口感試試（逃,+0.000,中性,,,
M.1781699711.A.BD0#017,7-11,：乖乖玉米脆條 玉米濃湯口味 / 30元,→,昨天確實有看到!擺在 展示架上+一堆泡麵旁,+0.000,中性,,,
M.1781775903.A.26F#001,全家,"：蜜桃颶風蛋糕/45

(區域型商品請註明 試吃試用品請標示價格0元)",→,呃 之前有送過券 還好沒買,+0.000,中性,,,
M.1781802113.A.DBC#001,7-11,"：芋頭牛奶霜淇淋 49 ibon票券優惠買一送一

(區域型商品請註明 試吃試用",→,第一次吃很像小美…,+0.000,中性,,,
M.1781802113.A.DBC#004,7-11,"：芋頭牛奶霜淇淋 49 ibon票券優惠買一送一

(區域型商品請註明 試吃試用",→,欸說真的過往芋冰全紫有可能加了色素~還是偏白色最天然!,+0.000,中性,,,
M.1781877949.A.479#003,全家,：詹姆士香蒜胡椒肉骨茶泡麵 79元,→,鹹不鹹個人口味問題，而且多加點水不就好了,+0.000,中性,,,
M.1781877949.A.479#005,全家,：詹姆士香蒜胡椒肉骨茶泡麵 79元,→,79元吃不起，我只吃買一送一的泡麵，再搭配雞珍雞心,+0.000,中性,,,
M.1781877949.A.479#013,全家,：詹姆士香蒜胡椒肉骨茶泡麵 79元,→,覺得這款超不行的==,+0.000,中性,,,
M.1781877949.A.479#022,全家,：詹姆士香蒜胡椒肉骨茶泡麵 79元,→,這種都味丹代工的 等行動購出清再買,+0.000,中性,,,
M.1781877949.A.479#031,全家,：詹姆士香蒜胡椒肉骨茶泡麵 79元,→,等一下來屯2碗就好,+0.000,中性,,,
M.1781969433.A.C82#010,7-11,"：金沙滷肉粽香風味新極大飯糰/55
        
(區域型商品請註明 試吃試",→,軟軟糊糊的要看仿得是哪裡的粽.......,+0.000,中性,,,
M.1781969433.A.C82#021,7-11,"：金沙滷肉粽香風味新極大飯糰/55
        
(區域型商品請註明 試吃試",→,昨天看到打折猶豫了一下沒買..,+0.000,中性,,,
M.1782370689.A.C3D#000,全家,"：義式蛋蛋青醬鮪魚冷義大利麵
原價79，領優惠券買63",→,特地用了蛋蛋二個字結果只有1/6片蛋,+0.000,中性,,,
M.1782370689.A.C3D#001,全家,"：義式蛋蛋青醬鮪魚冷義大利麵
原價79，領優惠券買63",→,看了沒胃口...,+0.000,中性,,,
M.1780420104.A.0B2#000,全家,：BBQ 韓式柚子冰茶/$38,→,標題,+0.000,中性,,,
M.1780420104.A.0B2#006,全家,：BBQ 韓式柚子冰茶/$38,→,本來想買這款但架上只有西瓜烏龍,+0.000,中性,,,
M.1780420104.A.0B2#014,全家,：BBQ 韓式柚子冰茶/$38,→,西瓜烏龍超難喝 直接倒掉,+0.000,中性,,,
M.1780643908.A.6ED#000,7-11,：抹茶紅豆布蕾/$49,→,抹茶加紅豆 負評,+0.000,中性,,,
M.1780643908.A.6ED#001,7-11,：抹茶紅豆布蕾/$49,→,抹茶+紅豆有毒?=,+0.000,中性,,,
M.1780643908.A.6ED#005,7-11,：抹茶紅豆布蕾/$49,→,笑鼠不爽別吃齁反應別如此激烈~想吐建議去看醫生呵呵!XD,+0.000,中性,,,
M.1780726808.A.BB1#000,全家,"： 滿餡麵包 香濃花生/39
        
(區域型商品請註明 試吃試用品請",→,2月的庫存怎麼這麼多,+0.000,中性,,,
M.1780726808.A.BB1#002,全家,"： 滿餡麵包 香濃花生/39
        
(區域型商品請註明 試吃試用品請",→,這截圖…不如不要…都陰影 以為藝術嗎,+0.000,中性,,,
M.1780747526.A.231#000,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,文藝復興！鮮果水,+0.000,中性,,,
M.1780747526.A.231#001,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,甜味劑,+0.000,中性,,,
M.1780747526.A.231#006,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,甜味劑不會計入糖和熱量 壓低營養標示讓它看起來健康點(?,+0.000,中性,,,
M.1780747526.A.231#009,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,真的是小時候的飲料,+0.000,中性,,,
M.1780747526.A.231#011,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,都要用甜味劑了，為什麼還要用蔗糖？？,+0.000,中性,,,
M.1780747526.A.231#016,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,以前泰山鮮果純水很愛喝,+0.000,中性,,,
M.1780747526.A.231#020,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,不知道前幾年泰山的草莓鮮果水會不會復刻...還有檸檬的,+0.000,中性,,,
M.1780747526.A.231#024,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,之前就復刻過鮮果純水了吧我記得，就沒人要喝又停產啊,+0.000,中性,,,
M.1780747526.A.231#025,萊爾富,"：樂法 葡萄水 $29
        
(區域型商品請註明 試吃試用品請標示價",→,二十多年前的飲料,+0.000,中性,,,
M.1780835164.A.37F#006,7-11,：,→,so poor...,+0.000,中性,,,
M.1780835164.A.37F#009,7-11,：,→,好了啦吃超商就賣方便的還要求品質GGYY毛ㄧ堆?有夠可笑=,+0.000,中性,,,
M.1780835164.A.37F#013,7-11,：,→,我以為你要註記價格?,+0.000,中性,,,
M.1780835164.A.37F#014,7-11,：,→,這是跟潮粵坊合作的，不是一般燒臘，人家一份叉燒就要$780,+0.000,中性,,,
M.1780835164.A.37F#016,7-11,：,→,吃一次就夠了,+0.000,中性,,,
M.1780985749.A.DEF#000,萊爾富,"：樂法 金桔/檸檬咖啡
        
(區域型商品請註明 試吃試用品請標示價",→,這種水果咖啡都算飲料~很甜沒咖啡味也不意外,+0.000,中性,,,
M.1780985749.A.DEF#004,萊爾富,"：樂法 金桔/檸檬咖啡
        
(區域型商品請註明 試吃試用品請標示價",→,看到樂法我就會直接跳過不買,+0.000,中性,,,
M.1780985749.A.DEF#005,萊爾富,"：樂法 金桔/檸檬咖啡
        
(區域型商品請註明 試吃試用品請標示價",→,樂法飲料都很甜,+0.000,中性,,,
M.1781065583.A.1DF#006,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",→,研發人員是不是吃義大利麵的時候不小心打翻咖啡了,+0.000,中性,,,
M.1781065583.A.1DF#015,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",→,中午看連折價券都沒人領，可憐,+0.000,中性,,,
M.1781065583.A.1DF#017,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",→,蠻特別的 但味道覺得不搭,+0.000,中性,,,
M.1781065583.A.1DF#039,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",→,看名字就會pass...,+0.000,中性,,,
M.1781145441.A.5DD#007,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",→,回2樓 沒骨頭,+0.000,中性,,,
M.1781145441.A.5DD#010,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",→,兩包就能7分飽了 每塊都蠻大的,+0.000,中性,,,
M.1781145441.A.5DD#011,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",→,這是組合肉嗎？,+0.000,中性,,,
M.1781145441.A.5DD#014,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",→,吃就吃 到底是在ㄘ什麼,+0.000,中性,,,
M.1781145441.A.5DD#016,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",→,ㄘ,+0.000,中性,,,
M.1781145441.A.5DD#021,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",→,消失已久的注音文重現，真的好久沒見,+0.000,中性,,,
M.1781145441.A.5DD#022,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",→,http://i.imgur.com/gww9T0a.jpg,+0.000,中性,,,
M.1781174988.A.014#004,7-11,"：拿坡里風味肉球義大利麵(含牛肉)/99元
        
(區域型商品請註明",→,想太多 泥泥的就是丸子澱粉太多 肉多的話會粗粗的口感,+0.000,中性,,,
M.1781174988.A.014#008,7-11,"：拿坡里風味肉球義大利麵(含牛肉)/99元
        
(區域型商品請註明",→,搞不好有原肉肉丸啊（並沒有,+0.000,中性,,,
M.1781174988.A.014#017,7-11,"：拿坡里風味肉球義大利麵(含牛肉)/99元
        
(區域型商品請註明",→,肉丸好小,+0.000,中性,,,
M.1781240311.A.BA8#000,萊爾富,"：
喜勒焦糖烤布丁膩/45元
（目前有活動2個60元）
刷聯邦信用卡再打折",→,看起來跟以前的三福烤布丁很像仔細一看他就是三福的烤布丁#1a9QNrNR (CVS)[商品] 7-11 鮮奶烤布丁,+0.000,中性,,,
M.1781240311.A.BA8#013,萊爾富,"：
喜勒焦糖烤布丁膩/45元
（目前有活動2個60元）
刷聯邦信用卡再打折",→,生乳我都沒看到過QQ,+0.000,中性,,,
M.1781265261.A.D4E#000,全家,：芋泥Q皮半月燒 49元（友善35）,→,昨天買的全聯生乳半月燒（四入）即期六折品35,+0.000,中性,,,
M.1781265261.A.D4E#003,全家,：芋泥Q皮半月燒 49元（友善35）,→,感謝滅火,+0.000,中性,,,
M.1781265261.A.D4E#005,全家,：芋泥Q皮半月燒 49元（友善35）,→,友善還可 原價pass,+0.000,中性,,,
M.1781364359.A.6DB#005,全家,：藤椒雞丁炒飯/$95,→,/a/,+0.000,中性,,,
M.1781364359.A.6DB#010,全家,：藤椒雞丁炒飯/$95,→,看來全家毛利持續攀升,+0.000,中性,,,
M.1781364359.A.6DB#017,全家,：藤椒雞丁炒飯/$95,→,可惜沒有買炒畜生羊肉飯,+0.000,中性,,,
M.1781364359.A.6DB#019,全家,：藤椒雞丁炒飯/$95,→,欸坐等某b跳針羊肉哥與超商研發出畜牲羊臊產品真期待!XD,+0.000,中性,,,
M.1779774854.A.D9B#002,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",→,畢竟是聯名的 多一方分潤,+0.000,中性,,,
M.1779774854.A.D9B#003,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",→,我反而很討厭涼麵裡面還有一片塑膠擋配料,+0.000,中性,,,
M.1779774854.A.D9B#008,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",→,今天看到友善時光我pass了,+0.000,中性,,,
M.1779774854.A.D9B#015,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",→,放塑膠片是為了美觀也兼顧食材防沾黏&衛生不用反應過度=,+0.000,中性,,,
M.1779774854.A.D9B#019,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",→,兩年沒漲價 給推,+0.000,中性,,,
M.1779774854.A.D9B#021,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",→,這款有吃過 還行,+0.000,中性,,,
M.1779819009.A.5A1#000,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",→,紙盒的超難喝,+0.000,中性,,,
M.1779819009.A.5A1#001,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",→,紙盒是光泉産https://i.imgur.com/fSViBPg.jpeg紙盒成分沒奶精,+0.000,中性,,,
M.1779819009.A.5A1#006,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",→,確實 紙盒不好喝,+0.000,中性,,,
